Temperature,Humidity,Air_Pressure,Wind_Speed,Weather_Condition
11.05,82.09,987.95,46.4,Stormy
23.84,62.93,1019.08,13.23,Cloudy
24.29,51.36,1027.18,16.92,Partly Cloudy
36.76,37.91,1009.29,11.64,Sunny
16.01,76.15,1008.97,13.86,Rainy
8.42,68.35,952.22,37.38,Stormy
17.48,56.34,970.39,17.63,Cloudy
21.72,39.6,1011.12,27.51,Partly Cloudy
32.1,35.72,1017.09,1.39,Sunny
16.44,84.28,993.52,8.52,Rainy
4.9,82.05,950.1,49.36,Stormy
13.48,77.51,966.54,13.57,Cloudy
14.7,69.85,970.32,20.99,Partly Cloudy
38.05,30.17,994.51,14.37,Sunny
28.4,83.02,992.93,19.35,Rainy
14.74,72.49,992.37,36.04,Stormy
15.58,54.94,972.55,19.85,Cloudy
20.22,39.25,998.2,14.33,Partly Cloudy
39.81,35.61,995.52,13.71,Sunny
20.14,90.04,1008.67,7.81,Rainy
10.2,64.8,963.32,41.48,Stormy
24.69,63.59,1016.26,23.72,Cloudy
15.08,46.07,1015.03,17.95,Partly Cloudy
26.44,39.81,1010.11,6.57,Sunny
24.27,72.63,989.81,18.62,Rainy
13.45,66.87,976.57,43.95,Stormy
15.1,51.95,990.33,19.02,Cloudy
10.12,33.82,984.51,13.7,Partly Cloudy
33.12,18.82,991.05,13.04,Sunny
17.18,84.86,1008.11,12.5,Rainy
10.76,71.56,951.0,42.92,Stormy
19.48,53.31,987.73,23.73,Cloudy
14.1,48.44,1002.28,25.27,Partly Cloudy
37.37,32.78,994.62,1.08,Sunny
20.24,90.39,998.11,19.3,Rainy
6.8,81.62,976.96,33.01,Stormy
16.92,66.35,1017.04,15.5,Cloudy
29.6,51.69,986.97,9.79,Partly Cloudy
27.13,23.59,980.88,6.68,Sunny
29.83,90.1,1000.39,2.38,Rainy
7.1,64.31,994.7,33.63,Stormy
16.88,67.64,990.84,22.45,Cloudy
14.63,45.1,1025.45,18.2,Partly Cloudy
31.03,10.88,1010.14,14.58,Sunny
24.3,95.7,990.68,4.63,Rainy
0.22,82.67,974.66,45.64,Stormy
20.42,79.64,990.62,16.41,Cloudy
15.73,49.07,1031.1,6.06,Partly Cloudy
39.67,39.8,1003.91,4.97,Sunny
18.35,78.29,972.0,9.5,Rainy
0.86,85.92,968.6,33.99,Stormy
18.17,79.21,1001.71,17.38,Cloudy
25.54,59.5,1032.42,10.12,Partly Cloudy
37.88,19.03,1017.64,4.22,Sunny
28.9,98.91,975.82,19.49,Rainy
1.29,60.93,972.21,49.87,Stormy
17.33,66.51,1001.67,24.52,Cloudy
25.67,38.97,991.21,7.44,Partly Cloudy
34.67,15.42,990.3,13.32,Sunny
19.9,87.0,985.9,1.48,Rainy
5.44,70.4,994.79,36.49,Stormy
15.69,73.49,1005.54,21.97,Cloudy
29.08,61.82,998.53,25.54,Partly Cloudy
32.63,18.33,992.12,3.36,Sunny
17.17,75.53,972.53,17.77,Rainy
13.97,79.34,992.02,33.67,Stormy
23.53,65.19,964.03,12.12,Cloudy
16.18,31.74,991.65,6.5,Partly Cloudy
28.54,17.97,1019.77,3.53,Sunny
18.59,90.6,1004.37,7.74,Rainy
13.13,67.01,959.85,36.59,Stormy
19.14,61.01,1000.37,13.55,Cloudy
24.02,43.9,1001.91,18.94,Partly Cloudy
35.29,17.16,1013.44,10.83,Sunny
18.51,99.25,996.59,9.05,Rainy
2.36,76.66,958.24,38.59,Stormy
16.13,71.6,971.54,22.33,Cloudy
16.52,47.76,1024.06,20.63,Partly Cloudy
29.62,21.59,992.23,8.92,Sunny
19.99,91.77,993.19,2.91,Rainy
4.65,61.07,969.52,40.32,Stormy
17.6,72.64,971.35,24.2,Cloudy
16.86,42.01,1017.96,25.14,Partly Cloudy
30.68,32.41,1015.35,11.5,Sunny
15.51,94.82,1000.98,13.39,Rainy
11.4,98.97,971.56,31.34,Stormy
16.91,51.39,977.66,18.8,Cloudy
16.19,57.42,1027.54,15.51,Partly Cloudy
38.5,12.4,1013.6,12.43,Sunny
19.83,78.96,982.2,16.23,Rainy
12.47,66.49,979.63,32.78,Stormy
17.03,79.96,969.53,24.21,Cloudy
26.49,68.89,982.57,10.34,Partly Cloudy
25.25,31.74,1005.76,2.67,Sunny
26.87,78.98,975.4,8.45,Rainy
1.36,63.16,968.57,47.04,Stormy
21.89,63.28,1003.47,18.53,Cloudy
16.82,59.03,1017.84,20.48,Partly Cloudy
34.27,30.49,995.38,13.04,Sunny
17.43,96.52,983.69,2.5,Rainy
9.0,68.8,990.77,38.62,Stormy
20.03,59.25,972.57,15.82,Cloudy
22.14,56.28,1010.47,29.7,Partly Cloudy
35.37,37.95,984.72,0.92,Sunny
19.66,74.1,991.03,10.38,Rainy
8.63,87.26,998.57,47.57,Stormy
11.78,60.16,975.35,12.65,Cloudy
20.89,52.13,985.91,22.8,Partly Cloudy
35.99,10.63,995.83,13.35,Sunny
22.8,80.43,980.15,4.87,Rainy
1.5,90.86,954.33,35.85,Stormy
10.69,73.44,962.36,14.62,Cloudy
21.47,46.38,989.76,11.88,Partly Cloudy
36.97,39.22,993.92,0.59,Sunny
15.55,92.78,992.09,15.67,Rainy
10.46,95.38,994.29,45.77,Stormy
17.13,59.24,990.42,17.53,Cloudy
22.21,37.44,1015.89,16.42,Partly Cloudy
34.3,17.19,997.38,3.15,Sunny
28.13,84.64,979.0,0.82,Rainy
10.14,60.73,999.48,40.67,Stormy
14.33,69.73,976.51,22.3,Cloudy
16.16,69.53,1012.36,26.11,Partly Cloudy
26.09,20.45,1009.5,9.83,Sunny
17.91,80.69,980.54,12.27,Rainy
5.17,65.45,960.37,38.18,Stormy
12.93,78.88,969.27,23.7,Cloudy
18.57,45.11,986.19,20.89,Partly Cloudy
35.28,24.03,982.23,13.78,Sunny
29.7,82.93,994.55,9.01,Rainy
4.83,53.87,972.8,46.37,Stormy
10.26,67.46,1012.85,13.26,Cloudy
13.67,60.89,987.86,9.8,Partly Cloudy
30.67,21.78,1014.96,9.28,Sunny
21.09,86.03,1008.16,2.26,Rainy
3.12,98.13,997.87,33.54,Stormy
12.18,62.63,962.98,19.82,Cloudy
11.55,32.32,1003.96,28.94,Partly Cloudy
31.4,20.69,1019.92,7.98,Sunny
20.63,81.58,977.8,10.24,Rainy
6.58,63.54,958.03,36.22,Stormy
17.63,51.75,969.22,24.21,Cloudy
20.86,32.54,1018.52,6.55,Partly Cloudy
36.08,32.5,1006.04,10.98,Sunny
16.32,91.8,975.47,6.79,Rainy
14.14,75.14,998.37,31.78,Stormy
17.16,51.87,997.81,11.18,Cloudy
13.51,40.35,1022.41,9.1,Partly Cloudy
37.7,13.96,981.41,5.93,Sunny
29.69,73.31,974.07,15.02,Rainy
4.68,85.86,960.0,39.2,Stormy
13.98,63.55,1006.15,21.43,Cloudy
20.32,67.13,988.46,11.01,Partly Cloudy
34.21,28.64,981.86,9.12,Sunny
20.62,92.42,1002.32,11.04,Rainy
0.03,81.82,987.44,34.98,Stormy
16.97,78.97,977.89,13.35,Cloudy
14.22,52.35,1036.49,20.22,Partly Cloudy
29.55,29.16,1004.99,8.95,Sunny
17.39,89.04,987.21,0.37,Rainy
8.1,99.46,967.49,49.31,Stormy
11.44,71.97,966.86,14.1,Cloudy
21.42,53.71,1024.26,20.38,Partly Cloudy
33.9,37.37,998.09,3.38,Sunny
17.43,82.0,998.51,0.85,Rainy
1.94,55.31,979.26,34.86,Stormy
12.49,67.78,1005.68,14.98,Cloudy
21.56,33.92,1035.46,13.42,Partly Cloudy
39.96,39.36,1011.15,0.3,Sunny
23.15,72.61,1005.81,15.79,Rainy
14.59,80.42,976.11,40.38,Stormy
15.8,64.06,998.12,23.99,Cloudy
21.92,64.28,1030.39,17.97,Partly Cloudy
30.21,29.19,997.84,1.22,Sunny
20.67,99.82,971.94,13.93,Rainy
12.62,82.44,978.49,44.15,Stormy
16.44,52.74,1017.74,16.48,Cloudy
23.31,51.25,973.83,28.82,Partly Cloudy
36.89,14.47,1019.27,11.05,Sunny
22.08,88.34,974.27,11.21,Rainy
1.1,77.24,977.63,47.49,Stormy
20.88,57.49,1013.31,18.6,Cloudy
22.13,36.76,1030.04,28.27,Partly Cloudy
36.62,38.22,992.09,12.92,Sunny
22.33,74.92,996.75,13.68,Rainy
4.3,51.37,959.99,38.0,Stormy
12.51,55.82,983.48,24.43,Cloudy
25.28,42.79,1036.61,21.14,Partly Cloudy
31.83,24.05,996.43,3.49,Sunny
20.8,85.84,991.12,15.23,Rainy
5.38,85.84,978.9,49.24,Stormy
15.78,77.04,1009.24,19.56,Cloudy
23.09,33.39,1036.52,7.67,Partly Cloudy
33.45,19.9,997.19,9.15,Sunny
28.63,83.73,1009.51,11.86,Rainy
2.41,59.5,985.81,31.01,Stormy
17.21,54.45,985.99,21.25,Cloudy
19.18,36.54,987.63,14.19,Partly Cloudy
26.04,27.53,1004.3,0.93,Sunny
21.03,82.42,983.35,11.15,Rainy
5.19,70.82,989.88,33.24,Stormy
19.29,65.17,978.3,20.91,Cloudy
21.02,49.09,1016.74,25.06,Partly Cloudy
39.59,28.88,1014.98,0.02,Sunny
22.95,76.44,973.77,10.64,Rainy
11.2,70.61,983.51,39.79,Stormy
16.56,58.71,982.96,15.25,Cloudy
22.92,34.64,976.48,21.5,Partly Cloudy
33.19,22.91,986.1,6.17,Sunny
26.85,96.69,998.1,1.2,Rainy
10.06,62.05,965.76,33.92,Stormy
21.64,69.46,996.71,20.02,Cloudy
14.74,47.79,1014.33,20.91,Partly Cloudy
36.88,18.61,1010.81,6.6,Sunny
25.05,83.67,1007.94,3.59,Rainy
10.13,78.83,958.64,31.32,Stormy
21.99,54.72,971.19,24.68,Cloudy
24.35,40.02,1011.37,18.35,Partly Cloudy
37.67,31.88,1013.27,3.17,Sunny
24.6,71.21,972.76,14.27,Rainy
0.37,78.99,992.02,37.6,Stormy
10.67,71.42,1015.78,20.76,Cloudy
21.57,39.2,971.08,22.37,Partly Cloudy
28.47,35.74,998.65,7.96,Sunny
26.31,93.38,995.71,18.77,Rainy
14.73,97.34,991.21,44.11,Stormy
19.95,53.11,976.29,10.09,Cloudy
12.75,47.57,980.26,27.54,Partly Cloudy
37.09,12.15,989.96,12.29,Sunny
27.05,98.36,1009.9,19.53,Rainy
6.15,62.52,987.92,35.99,Stormy
22.1,66.02,1007.64,14.14,Cloudy
20.16,52.56,1036.02,11.66,Partly Cloudy
39.05,34.15,1009.24,11.8,Sunny
24.08,77.32,977.58,17.33,Rainy
10.88,60.66,980.75,38.95,Stormy
12.38,65.96,976.89,11.44,Cloudy
19.34,53.6,973.28,15.05,Partly Cloudy
28.86,10.92,985.03,2.09,Sunny
17.74,94.1,987.58,2.94,Rainy
1.5,64.9,989.9,37.29,Stormy
12.4,62.12,993.32,10.44,Cloudy
22.55,45.8,970.68,21.85,Partly Cloudy
35.69,28.87,993.68,7.94,Sunny
20.81,91.02,993.34,1.64,Rainy
9.65,84.36,968.54,47.52,Stormy
22.65,55.25,1014.26,16.61,Cloudy
24.47,62.56,1005.36,14.98,Partly Cloudy
38.73,16.93,990.28,5.42,Sunny
27.89,98.16,978.8,17.28,Rainy
3.87,98.53,979.87,30.14,Stormy
10.51,54.42,971.25,21.51,Cloudy
14.46,68.77,1014.53,22.31,Partly Cloudy
28.27,36.78,1006.71,12.97,Sunny
29.35,73.77,973.86,16.07,Rainy
12.99,79.19,968.3,43.05,Stormy
14.58,57.15,989.29,13.24,Cloudy
19.67,68.26,1028.78,28.54,Partly Cloudy
37.09,20.64,1012.48,13.84,Sunny
29.21,90.5,978.45,0.79,Rainy
2.21,98.28,973.1,47.1,Stormy
16.98,69.82,961.45,13.75,Cloudy
18.73,55.23,982.01,24.11,Partly Cloudy
30.47,34.52,983.92,10.2,Sunny
19.4,93.86,986.09,13.31,Rainy
14.01,51.03,950.56,45.41,Stormy
19.7,58.79,989.66,10.63,Cloudy
13.85,46.98,1028.38,16.99,Partly Cloudy
33.8,36.21,992.35,10.51,Sunny
27.93,76.08,984.26,19.6,Rainy
14.75,61.16,953.32,35.42,Stormy
15.97,63.23,997.13,23.49,Cloudy
16.61,64.0,976.54,6.05,Partly Cloudy
32.56,11.79,995.7,13.45,Sunny
18.62,91.18,982.09,0.9,Rainy
8.35,91.74,970.47,42.35,Stormy
23.5,73.69,971.63,21.0,Cloudy
20.04,59.84,1004.62,8.2,Partly Cloudy
33.55,24.76,1000.72,13.18,Sunny
28.42,83.61,988.23,10.3,Rainy
7.79,97.52,982.47,35.55,Stormy
17.97,68.82,998.39,18.78,Cloudy
13.55,31.34,993.65,15.69,Partly Cloudy
25.93,34.45,993.76,13.7,Sunny
17.32,71.71,989.29,3.78,Rainy
14.06,50.52,970.63,48.53,Stormy
15.77,52.79,978.17,17.47,Cloudy
13.7,48.66,1028.54,26.82,Partly Cloudy
25.74,14.83,991.01,8.92,Sunny
20.41,95.32,998.67,2.01,Rainy
9.37,55.65,962.75,33.56,Stormy
12.6,68.49,993.82,12.64,Cloudy
29.8,46.87,976.79,8.01,Partly Cloudy
33.76,39.37,1002.88,14.24,Sunny
21.66,83.08,990.0,13.95,Rainy
5.51,93.19,951.46,38.8,Stormy
17.66,68.21,976.56,16.41,Cloudy
19.69,57.48,1024.15,23.45,Partly Cloudy
30.12,39.98,1013.95,3.9,Sunny
17.93,79.42,988.09,17.02,Rainy
11.68,92.56,963.6,41.87,Stormy
14.25,53.27,1001.05,12.14,Cloudy
23.35,55.92,1026.72,8.49,Partly Cloudy
36.75,39.98,1014.04,11.28,Sunny
24.93,82.65,999.22,14.48,Rainy
9.47,89.81,972.44,32.43,Stormy
18.39,57.95,983.07,10.26,Cloudy
17.66,62.35,1007.99,5.25,Partly Cloudy
32.05,18.74,999.1,6.07,Sunny
28.98,71.24,997.34,17.02,Rainy
14.39,58.88,976.57,30.87,Stormy
17.49,53.76,1010.27,11.71,Cloudy
20.27,50.84,1038.02,21.37,Partly Cloudy
29.32,17.22,985.13,11.35,Sunny
25.36,88.3,971.63,15.26,Rainy
9.63,98.19,979.36,36.08,Stormy
15.72,55.28,1003.37,20.62,Cloudy
14.01,36.34,975.39,27.8,Partly Cloudy
28.5,20.32,991.22,6.2,Sunny
25.71,96.12,977.3,13.73,Rainy
5.29,99.03,964.95,30.14,Stormy
17.73,54.52,962.67,20.47,Cloudy
24.65,48.43,1017.38,18.46,Partly Cloudy
34.45,27.9,1006.63,2.99,Sunny
19.03,83.2,987.85,15.49,Rainy
5.51,58.13,962.57,34.29,Stormy
20.97,64.11,1002.52,16.24,Cloudy
27.79,69.34,1016.89,26.6,Partly Cloudy
32.62,38.04,1013.26,14.88,Sunny
24.35,93.38,991.71,5.18,Rainy
5.32,94.7,952.8,41.83,Stormy
15.59,61.6,1013.07,22.81,Cloudy
21.98,40.92,1003.28,15.21,Partly Cloudy
30.3,13.08,1001.72,4.53,Sunny
24.91,79.58,987.25,1.05,Rainy
14.89,75.38,951.21,40.82,Stormy
23.06,73.18,1002.05,12.09,Cloudy
23.15,60.65,1010.07,27.32,Partly Cloudy
29.15,17.26,1014.78,9.38,Sunny
15.02,80.59,1004.31,0.55,Rainy
0.05,64.06,995.7,48.03,Stormy
17.78,66.6,979.92,13.66,Cloudy
26.3,34.25,1004.11,20.86,Partly Cloudy
26.56,25.59,1003.1,11.14,Sunny
18.52,78.8,992.78,19.66,Rainy
3.26,99.3,985.72,46.52,Stormy
11.34,59.01,963.46,15.57,Cloudy
29.63,34.21,1009.37,5.15,Partly Cloudy
35.69,15.92,985.18,5.06,Sunny
26.57,73.2,979.19,0.17,Rainy
14.53,79.61,985.99,43.03,Stormy
12.17,67.85,967.88,16.02,Cloudy
21.38,52.36,978.34,5.86,Partly Cloudy
36.97,31.78,983.27,1.91,Sunny
28.39,93.07,1009.85,5.08,Rainy
7.32,61.82,981.14,32.31,Stormy
11.91,52.16,1001.62,17.41,Cloudy
22.35,65.17,1021.82,16.54,Partly Cloudy
39.77,23.69,984.5,14.89,Sunny
15.34,86.5,982.36,10.07,Rainy
8.38,62.0,977.84,45.12,Stormy
14.0,61.5,976.09,22.31,Cloudy
24.5,64.85,981.9,6.84,Partly Cloudy
26.79,14.83,1001.32,14.56,Sunny
20.36,98.76,971.53,18.54,Rainy
2.72,95.62,952.81,48.96,Stormy
13.01,59.08,989.46,15.71,Cloudy
23.35,68.99,1012.45,23.04,Partly Cloudy
26.32,28.83,998.15,13.29,Sunny
20.82,90.38,979.13,5.19,Rainy
5.64,65.2,962.69,30.99,Stormy
22.55,51.93,1013.24,11.88,Cloudy
11.31,52.52,1005.17,17.28,Partly Cloudy
33.62,18.61,1006.52,7.54,Sunny
20.02,94.8,999.11,7.87,Rainy
12.71,96.01,976.84,34.3,Stormy
23.74,55.68,962.91,14.91,Cloudy
24.54,66.93,1014.61,28.8,Partly Cloudy
26.39,11.82,1004.17,14.49,Sunny
22.54,71.55,978.85,4.9,Rainy
5.07,52.18,995.24,40.31,Stormy
20.06,52.02,963.25,18.8,Cloudy
27.75,51.14,1031.45,25.27,Partly Cloudy
26.14,16.06,1006.31,6.65,Sunny
19.36,82.56,987.81,18.21,Rainy
1.55,63.99,976.88,43.97,Stormy
19.46,78.25,1007.74,18.36,Cloudy
14.29,48.03,1018.54,25.95,Partly Cloudy
39.4,28.16,1001.08,0.27,Sunny
16.08,74.68,972.19,8.02,Rainy
5.05,81.87,976.78,41.92,Stormy
17.08,58.33,1017.17,11.3,Cloudy
28.78,42.45,1005.89,7.72,Partly Cloudy
26.06,22.89,1009.67,4.04,Sunny
23.44,78.36,985.54,18.13,Rainy
12.84,75.8,961.91,33.86,Stormy
24.31,56.08,1008.49,15.53,Cloudy
29.71,44.73,994.61,20.94,Partly Cloudy
39.42,39.29,1008.29,11.32,Sunny
23.45,92.67,1004.39,9.72,Rainy
9.3,76.87,978.12,47.8,Stormy
15.33,56.25,987.38,13.12,Cloudy
19.97,66.14,1013.22,26.39,Partly Cloudy
27.49,37.03,1004.07,0.48,Sunny
24.5,98.54,973.17,11.65,Rainy
13.73,50.48,981.55,39.5,Stormy
15.2,68.83,963.16,21.3,Cloudy
10.09,42.28,1005.28,14.43,Partly Cloudy
29.61,34.93,1017.39,13.11,Sunny
22.84,96.52,1006.83,8.18,Rainy
4.25,54.91,973.95,48.93,Stormy
18.41,70.03,966.77,12.15,Cloudy
19.29,68.05,995.25,26.94,Partly Cloudy
26.8,28.51,1004.02,12.9,Sunny
15.05,75.7,978.79,19.0,Rainy
2.31,51.85,976.72,40.57,Stormy
22.66,78.47,992.31,23.95,Cloudy
24.5,40.58,1034.99,21.69,Partly Cloudy
31.21,30.41,996.05,1.71,Sunny
25.78,94.72,999.15,4.58,Rainy
14.35,51.26,966.63,35.2,Stormy
10.72,62.17,997.39,23.24,Cloudy
29.79,62.32,1002.81,23.09,Partly Cloudy
37.65,23.96,1011.4,7.24,Sunny
20.8,85.78,997.03,14.54,Rainy
5.35,78.57,995.49,49.53,Stormy
13.41,55.78,1000.6,16.22,Cloudy
10.48,43.87,1026.47,24.94,Partly Cloudy
32.42,24.18,1003.18,3.29,Sunny
22.89,70.33,989.02,6.72,Rainy
10.12,81.92,969.04,30.15,Stormy
13.78,69.0,964.34,11.61,Cloudy
22.94,60.23,992.51,17.24,Partly Cloudy
39.19,38.37,992.3,12.15,Sunny
23.91,99.26,989.1,15.49,Rainy
11.52,74.87,989.78,35.22,Stormy
11.83,62.75,1016.62,17.51,Cloudy
22.71,54.97,979.28,14.76,Partly Cloudy
35.6,39.16,986.72,6.16,Sunny
16.43,77.27,985.07,10.81,Rainy
3.46,61.38,988.89,49.25,Stormy
14.85,70.64,975.48,23.92,Cloudy
23.46,62.11,973.45,19.96,Partly Cloudy
32.91,18.79,990.5,8.7,Sunny
25.6,71.0,992.7,3.41,Rainy
2.11,81.16,965.54,38.82,Stormy
15.4,69.45,988.21,24.45,Cloudy
17.05,59.61,988.01,17.72,Partly Cloudy
33.29,19.87,998.87,4.19,Sunny
15.09,76.47,998.0,15.42,Rainy
4.2,70.4,951.87,34.74,Stormy
21.69,68.18,972.35,13.86,Cloudy
26.34,38.36,993.39,21.61,Partly Cloudy
33.42,23.83,1015.99,3.3,Sunny
26.12,74.77,994.63,17.41,Rainy
6.87,86.21,991.02,32.72,Stormy
20.59,77.6,994.58,12.79,Cloudy
12.54,40.39,977.25,17.83,Partly Cloudy
26.05,16.7,997.6,7.11,Sunny
23.48,91.17,971.89,1.61,Rainy
0.91,71.16,952.09,44.92,Stormy
13.35,78.18,989.18,16.69,Cloudy
25.61,58.53,1012.51,28.38,Partly Cloudy
31.33,34.26,995.2,12.58,Sunny
18.89,78.68,997.11,4.25,Rainy
3.44,65.26,983.95,47.79,Stormy
20.12,74.83,992.61,11.03,Cloudy
12.01,52.18,992.95,10.51,Partly Cloudy
31.99,29.99,995.4,12.04,Sunny
26.08,92.05,1009.41,5.9,Rainy
9.67,92.77,978.98,45.79,Stormy
16.22,67.71,963.34,24.79,Cloudy
26.0,64.75,1018.6,9.65,Partly Cloudy
25.47,35.94,995.85,3.96,Sunny
23.43,82.63,996.07,9.68,Rainy
10.46,92.67,959.78,36.59,Stormy
16.55,78.86,981.92,15.72,Cloudy
23.07,46.77,1036.59,27.36,Partly Cloudy
32.7,29.34,982.32,10.44,Sunny
25.61,80.78,978.79,18.3,Rainy
6.4,82.69,951.67,38.28,Stormy
22.26,61.63,996.19,13.15,Cloudy
18.33,67.11,1009.65,27.55,Partly Cloudy
38.53,38.32,1015.82,0.05,Sunny
29.01,74.12,971.6,1.11,Rainy
5.23,81.04,970.12,30.51,Stormy
17.15,63.26,1005.41,14.19,Cloudy
14.35,40.24,991.26,19.98,Partly Cloudy
32.07,20.11,994.97,5.56,Sunny
29.59,76.99,1002.72,14.16,Rainy
0.08,99.66,987.82,43.65,Stormy
16.08,66.66,975.2,10.53,Cloudy
26.72,65.86,981.37,24.68,Partly Cloudy
36.12,15.35,996.87,6.34,Sunny
26.4,95.13,973.79,11.26,Rainy
11.43,89.31,957.4,40.51,Stormy
22.86,59.56,985.51,22.07,Cloudy
11.79,64.38,991.78,5.04,Partly Cloudy
28.51,12.69,983.7,10.39,Sunny
18.21,98.04,990.66,9.2,Rainy
6.51,84.63,972.61,32.57,Stormy
23.2,62.85,964.44,17.94,Cloudy
22.95,41.02,1026.02,21.74,Partly Cloudy
34.76,22.62,1018.48,4.11,Sunny
23.67,79.27,999.79,0.96,Rainy
0.69,90.54,971.71,36.82,Stormy
19.11,71.06,972.07,12.78,Cloudy
29.16,53.59,997.31,25.04,Partly Cloudy
32.88,17.25,988.27,5.95,Sunny
27.9,71.84,978.74,17.86,Rainy
1.83,81.48,960.68,42.12,Stormy
15.75,53.05,994.95,20.25,Cloudy
23.61,55.48,1005.02,17.99,Partly Cloudy
34.53,30.71,1006.2,8.8,Sunny
17.34,76.32,980.41,18.39,Rainy
11.39,77.64,962.6,32.22,Stormy
23.48,76.78,966.64,21.96,Cloudy
18.93,42.96,1021.74,20.36,Partly Cloudy
36.7,12.23,992.74,4.79,Sunny
19.95,85.07,981.32,8.89,Rainy
5.52,86.76,980.18,43.07,Stormy
13.16,59.77,961.27,11.63,Cloudy
15.3,32.62,1012.18,29.95,Partly Cloudy
26.51,34.64,984.75,10.05,Sunny
24.65,97.08,974.56,6.31,Rainy
1.36,70.37,995.58,45.63,Stormy
20.84,65.99,1013.01,16.74,Cloudy
12.99,63.5,989.57,6.34,Partly Cloudy
26.89,28.27,1004.28,3.9,Sunny
25.91,93.21,1006.82,11.7,Rainy
11.69,87.65,962.89,36.2,Stormy
17.18,50.57,977.84,17.11,Cloudy
12.16,35.05,1002.43,23.27,Partly Cloudy
37.51,26.39,998.99,5.76,Sunny
17.89,74.4,1001.68,9.3,Rainy
11.85,85.2,959.69,40.21,Stormy
16.66,62.72,992.55,24.73,Cloudy
26.26,66.15,972.07,8.51,Partly Cloudy
26.27,17.9,997.68,9.63,Sunny
22.51,97.1,1007.59,3.27,Rainy
12.79,74.09,972.67,45.7,Stormy
11.4,76.47,1000.25,23.13,Cloudy
29.89,50.72,976.53,9.16,Partly Cloudy
29.85,13.11,1012.61,4.45,Sunny
29.64,91.08,976.94,9.52,Rainy
7.0,74.63,976.78,30.62,Stormy
20.29,64.62,1007.46,22.23,Cloudy
14.61,31.94,1019.23,29.44,Partly Cloudy
31.7,17.79,986.27,4.31,Sunny
19.92,82.72,996.22,5.46,Rainy
0.76,68.66,992.78,39.97,Stormy
24.47,65.11,976.55,12.9,Cloudy
23.89,51.46,1012.28,23.88,Partly Cloudy
35.89,11.3,1012.1,7.99,Sunny
20.88,86.13,994.5,2.99,Rainy
6.26,66.78,967.52,31.83,Stormy
12.4,54.85,982.39,23.42,Cloudy
14.12,46.65,991.81,24.68,Partly Cloudy
25.75,15.9,988.43,14.89,Sunny
23.56,74.17,980.89,3.36,Rainy
1.87,89.86,974.79,42.62,Stormy
14.97,66.61,975.45,14.62,Cloudy
23.04,36.01,1013.21,26.31,Partly Cloudy
26.81,36.92,983.18,5.23,Sunny
24.16,86.78,973.86,15.98,Rainy
14.6,59.06,994.76,41.14,Stormy
24.04,55.28,1007.52,10.9,Cloudy
27.66,56.97,995.92,9.76,Partly Cloudy
37.25,28.1,994.42,6.66,Sunny
27.4,80.17,973.59,18.23,Rainy
5.81,67.42,960.22,47.95,Stormy
13.26,69.1,1012.85,10.52,Cloudy
26.58,46.42,1016.06,14.31,Partly Cloudy
35.43,17.63,980.88,14.22,Sunny
15.25,94.72,976.77,7.84,Rainy
12.34,60.3,993.29,39.96,Stormy
15.49,69.87,980.48,15.21,Cloudy
24.67,42.39,984.05,25.19,Partly Cloudy
37.08,24.93,1001.07,10.44,Sunny
22.64,82.51,1009.8,2.95,Rainy
8.89,94.29,984.36,47.62,Stormy
15.05,58.16,1011.08,15.91,Cloudy
24.19,35.91,1022.91,18.72,Partly Cloudy
29.03,24.84,1007.88,0.18,Sunny
24.56,86.25,978.81,15.06,Rainy
4.55,63.84,973.56,43.52,Stormy
23.93,54.24,983.79,11.0,Cloudy
25.17,47.91,1019.49,13.05,Partly Cloudy
37.66,26.04,1017.74,1.18,Sunny
22.71,92.99,994.01,0.46,Rainy
14.59,64.91,962.46,39.71,Stormy
18.13,72.99,983.6,16.6,Cloudy
20.7,45.78,1034.02,26.28,Partly Cloudy
31.82,10.01,1016.04,1.87,Sunny
18.67,74.57,977.19,16.06,Rainy
8.69,97.8,961.57,39.71,Stormy
24.66,74.79,1003.72,12.83,Cloudy
25.39,43.9,1007.14,20.23,Partly Cloudy
34.14,31.8,1006.47,1.03,Sunny
21.86,89.92,981.84,6.26,Rainy
1.87,70.93,999.34,35.71,Stormy
17.97,72.3,960.81,23.51,Cloudy
17.73,64.76,972.73,8.64,Partly Cloudy
29.84,20.36,1013.91,0.17,Sunny
24.62,73.94,1002.93,15.57,Rainy
7.5,60.63,981.72,33.13,Stormy
12.85,68.8,1019.47,23.37,Cloudy
21.86,51.54,1039.89,18.68,Partly Cloudy
31.3,37.29,989.37,1.46,Sunny
24.51,72.88,984.93,8.47,Rainy
8.21,99.58,961.05,37.52,Stormy
11.98,68.23,1003.66,17.23,Cloudy
14.92,54.84,1007.74,9.28,Partly Cloudy
31.09,23.06,1019.3,12.74,Sunny
26.02,96.66,999.42,18.07,Rainy
0.82,72.8,987.34,41.67,Stormy
12.63,60.21,979.07,13.92,Cloudy
16.86,50.59,1029.84,23.55,Partly Cloudy
37.53,36.51,996.65,5.19,Sunny
15.86,97.91,972.63,14.82,Rainy
5.67,97.44,970.98,46.33,Stormy
14.24,58.97,995.73,24.97,Cloudy
20.35,67.45,1025.04,24.9,Partly Cloudy
31.54,21.6,987.68,14.46,Sunny
29.39,92.41,981.85,4.9,Rainy
